,V1,V2,V3,V4,V6,V7
11442,3427.189167,0,23,10,3427.189167,3175.755313
11443,4104.195494,1,31,49,4124.915685,4104.195494
11444,3405.546386,1,23,30,3560.859773,3405.546386
11445,3545.563164,0,20,46,3545.563164,3402.500186
11446,3883.528206,0,30,24,3883.528206,3731.562493
11447,3386.351026,1,22,35,3541.067189,3386.351026
11448,3666.989225,0,26,24,3666.989225,3515.02137
11449,3757.823377,0,23,59,3757.823377,3696.601503
11450,3208.750214,1,22,16,3408.576885,3208.750214
11451,3194.401595,0,15,20,3194.401595,3002.125342
11452,4172.481636,0,33,39,4172.481636,4119.266928
11453,3774.635446,0,27,32,3774.635446,3636.368711
11454,4135.829921,0,35,19,4135.829921,4001.655077
11455,3411.88435,0,21,21,3411.88435,3193.521681
11456,3751.56024,0,22,61,3751.56024,3652.251461
11457,3251.012567,1,23,15,3444.85879,3251.012567
11458,3899.727741,0,30,27,3899.727741,3761.755726
11459,3732.094274,0,26,34,3732.094274,3603.636702
11460,3387.154392,0,19,30,3387.154392,3210.400722
11461,3519.165824,0,25,12,3519.165824,3307.553321
11462,3340.663254,0,15,40,3340.663254,3159.082031
11463,3692.814095,0,26,30,3692.814095,3551.900329
11464,4085.726597,0,33,28,4085.726597,3979.946337
11465,3747.421079,0,23,57,3747.421079,3695.798318
11466,3513.590044,0,19,48,3513.590044,3391.923353
11467,3261.279523,0,19,11,3261.279523,3043.027559
11468,3536.149745,1,20,60,3639.755301,3536.149745
11469,4065.759891,0,32,33,4065.759891,3970.529767
11470,3497.494671,0,21,33,3497.494671,3348.448111
11471,3663.92456,0,24,38,3663.92456,3529.445169
11472,3671.016279,0,25,32,3671.016279,3521.79193
11473,3384.929635,0,17,38,3384.929635,3189.696887
11474,4112.705244,0,36,8,4112.705244,3941.957046
11475,3520.457462,0,20,44,3520.457462,3409.054907
11476,3551.492207,1,23,44,3659.559163,3551.492207
11477,3490.778268,1,22,42,3605.656625,3490.778268
11478,3795.8843,0,29,21,3795.8843,3628.204124
11479,3435.332078,1,23,33,3571.09838,3435.332078
11480,3192.982881,0,15,18,3192.982881,2953.826372
11481,3063.775766,1,17,22,3267.117034,3063.775766
11482,3848.845092,0,29,31,3848.845092,3751.684101
11483,4176.765359,0,33,40,4176.765359,4102.054633
11484,3217.159457,0,15,22,3217.159457,2981.516241
11485,3194.910433,0,18,6,3194.910433,2961.562789
11486,3706.07574,1,20,75,3745.736856,3706.07574
11487,3359.190481,0,20,19,3359.190481,3146.189933
11488,3229.045639,1,18,34,3368.041502,3229.045639
11489,3300.01143,1,21,29,3476.590841,3300.01143
11490,3675.243532,0,24,38,3675.243532,3548.135957
11491,3824.103545,0,32,4,3824.103545,3604.435105
11492,3683.218819,0,26,27,3683.218819,3603.658174
11493,3785.49534,0,26,40,3785.49534,3678.13582
11494,3623.453308,0,21,52,3623.453308,3524.009078
11495,3939.839289,0,29,40,3939.839289,3862.924
11496,3600.868003,0,22,44,3600.868003,3481.771681
11497,3558.338264,0,22,36,3558.338264,3418.569089
11498,3171.798588,0,17,4,3171.798588,2886.233704
11499,3242.390449,1,18,37,3409.779941,3242.390449
11500,3660.686504,0,27,20,3660.686504,3491.838106
11501,3001.876192,1,16,20,3225.716479,3001.876192
11502,3296.881259,0,17,28,3296.881259,3127.056341
11503,3543.181999,0,24,22,3543.181999,3367.858344
11504,3612.587872,0,21,51,3612.587872,3531.678042
11505,4016.598741,0,33,19,4016.598741,3859.969805
11506,4196.738277,0,32,50,4196.738277,4176.762641
11507,3777.693031,0,25,47,3777.693031,3672.037151
11508,4110.477696,0,32,37,4110.477696,4026.622494
11509,3270.549443,1,24,15,3495.486877,3270.549443
11510,4239.205815,0,35,29,4239.205815,4120.835247
11511,3086.05659,1,17,25,3273.689097,3086.05659
11512,4273.248506,0,33,50,4273.248506,4253.598788
11513,3854.3589,0,27,43,3854.3589,3771.572997
11514,3867.664791,0,25,60,3867.664791,3840.60041
11515,3580.170058,0,26,14,3580.170058,3382.603526
11516,3638.726246,0,24,35,3638.726246,3503.486225
11517,3901.273698,0,30,28,3901.273698,3761.806836
11518,3610.454704,0,26,19,3610.454704,3434.993404
11519,3264.567341,1,15,52,3401.6997,3264.567341
11520,3476.671137,0,22,23,3476.671137,3280.987582
11521,4405.419316,0,35,50,4405.419316,4403.099609
11522,3317.729207,1,17,49,3456.001946,3317.729207
11523,3364.700606,0,19,27,3364.700606,3194.440134
11524,3337.606866,0,18,25,3337.606866,3126.855273
11525,3651.448988,0,26,23,3651.448988,3479.546308
11526,3538.928304,0,23,29,3538.928304,3401.019041
11527,3577.811645,0,26,14,3577.811645,3373.122291
11528,3556.25846,0,26,12,3556.25846,3361.226373
11529,3435.060776,0,22,20,3435.060776,3253.900112
11530,3299.063583,0,20,12,3299.063583,3062.891813
11531,4039.743762,0,30,48,4039.743762,4029.527138
11532,3354.055813,0,20,17,3354.055813,3151.062696
11533,3541.381566,0,20,48,3541.381566,3428.682687
11534,3106.365308,1,19,20,3321.586639,3106.365308
11535,3908.532154,0,28,43,3908.532154,3814.810024
11536,3936.205933,0,24,76,3936.205933,3980.95503
11537,3560.549374,0,22,36,3560.549374,3416.572859
11538,3798.280503,0,29,21,3798.280503,3620.882906
11539,4006.719744,0,31,30,4006.719744,3851.371297
11540,3510.710628,1,19,59,3567.716219,3510.710628
11541,3784.052134,0,26,40,3784.052134,3657.807216
11542,3583.031097,1,24,40,3672.444708,3583.031097
11543,3729.540364,0,23,56,3729.540364,3682.481998
11544,3251.324462,0,20,5,3251.324462,3012.497173
11545,3645.076116,0,22,45,3645.076116,3526.178943
11546,4007.417458,0,31,38,4007.417458,3971.353711
11547,3340.463973,0,19,21,3340.463973,3141.655672
11548,3441.430587,0,19,37,3441.430587,3315.748356
11549,3780.622244,0,25,51,3780.622244,3701.622564
11550,3571.147705,0,19,54,3571.147705,3445.480618
11551,3775.982828,0,27,33,3775.982828,3657.918623
11552,4340.156868,0,34,50,4340.156868,4338.515269
11553,3620.330045,0,23,40,3620.330045,3491.482285
11554,3379.916133,1,19,50,3528.838662,3379.916133
11555,3742.281681,1,29,31,3874.135295,3742.281681
11556,3437.039084,0,24,7,3437.039084,3207.043501
11557,4046.619809,0,26,75,4046.619809,4071.968863
11558,3240.35836,1,21,26,3447.583414,3240.35836
11559,3217.988478,1,21,22,3416.102095,3217.988478
11560,3978.764696,0,25,75,3978.764696,4034.735308
11561,3752.900461,0,24,50,3752.900461,3646.705287
11562,3814.253598,0,29,24,3814.253598,3667.05829
11563,3605.696257,0,24,30,3605.696257,3434.972012
11564,2986.998653,1,18,12,3246.472807,2986.998653
11565,3987.210367,0,29,45,3987.210367,3958.506786
11566,3535.839441,0,21,40,3535.839441,3421.996653
11567,4090.967136,0,33,28,4090.967136,3976.34915
11568,4224.615106,0,37,12,4224.615106,4056.387207
11569,3463.102884,0,24,12,3463.102884,3262.538528
11570,3513.633865,0,19,49,3513.633865,3410.06382
11571,3312.07033,0,16,33,3312.07033,3139.538596
11572,3265.41291,0,15,29,3265.41291,3056.749624
11573,3900.551141,0,29,35,3900.551141,3797.955737
11574,3385.914061,0,19,25,3385.914061,3158.776249
11575,3707.327668,0,27,25,3707.327668,3539.867309
11576,3434.618776,0,19,36,3434.618776,3270.102321
11577,3745.366665,0,28,25,3745.366665,3601.911721
11578,3816.141023,0,30,17,3816.141023,3636.779859
11579,3904.433896,0,29,35,3904.433896,3800.279022
11580,3378.6373,0,20,22,3378.6373,3181.680996
11581,3452.966152,0,20,35,3452.966152,3325.183986
11582,3661.980286,0,23,45,3661.980286,3570.263896
11583,3588.359475,1,25,37,3695.554762,3588.359475
11584,3598.684638,0,22,43,3598.684638,3492.809062
11585,3852.262107,0,30,22,3852.262107,3688.803154
11586,3840.281474,0,30,23,3840.281474,3716.565915
11587,3624.053014,0,23,43,3624.053014,3544.378197
11588,3919.577945,0,31,22,3919.577945,3771.714699
11589,3137.548047,1,17,30,3322.41867,3137.548047
11590,3585.593016,0,25,24,3585.593016,3436.040178
11591,3651.399397,0,21,56,3651.399397,3571.843464
11592,3493.457083,0,17,57,3493.457083,3388.379381
11593,3619.748043,0,23,38,3619.748043,3492.643395
11594,3353.53745,1,20,41,3513.828226,3353.53745
11595,3511.411116,0,25,10,3511.411116,3286.599682
11596,3594.416407,1,25,40,3719.67391,3594.416407
11597,4003.755716,0,30,41,4003.755716,3929.573886
11598,3558.839087,0,23,30,3558.839087,3407.719683
11599,3836.965046,0,28,34,3836.965046,3727.862452
11600,3949.376242,0,30,34,3949.376242,3840.707139
11601,4497.32099,0,40,15,4497.32099,4332.764888
11602,3580.154596,0,20,53,3580.154596,3491.959253
11603,3593.379446,0,27,10,3593.379446,3385.443649
11604,3897.039224,0,29,34,3897.039224,3779.876808
11605,4102.071243,0,31,45,4102.071243,4046.326624
11606,3705.80897,0,25,40,3705.80897,3581.189917
11607,3601.575267,0,18,64,3601.575267,3515.705552
11608,3448.65962,0,22,21,3448.65962,3247.446872
11609,3355.838248,1,24,20,3526.968623,3355.838248
11610,3564.101705,0,26,11,3564.101705,3352.495219
11611,4099.396905,0,33,30,4099.396905,3996.396728
11612,3758.349432,0,30,10,3758.349432,3567.949651
11613,3758.271884,0,28,25,3758.271884,3624.23858
11614,3412.539467,0,18,40,3412.539467,3269.581902
11615,3465.598224,0,25,5,3465.598224,3230.548175
11616,3524.101681,0,26,7,3524.101681,3298.063478
11617,3898.808114,0,29,35,3898.808114,3792.918961
11618,3651.120394,0,26,23,3651.120394,3498.620022
11619,3933.455907,0,29,41,3933.455907,3873.068442
11620,4040.341191,0,33,20,4040.341191,3878.312713
11621,3529.154452,0,25,12,3529.154452,3320.767045
11622,3769.337558,0,26,38,3769.337558,3667.994604
11623,3211.800817,0,15,21,3211.800817,3005.613406
11624,3345.081077,0,16,37,3345.081077,3163.269326
11625,3676.863114,0,27,20,3676.863114,3501.859283
11626,3704.978391,0,25,40,3704.978391,3612.160922
11627,3094.153933,1,18,20,3297.097881,3094.153933
11628,3785.214772,0,28,28,3785.214772,3646.647914
11629,3455.497186,0,20,34,3455.497186,3280.426676
11630,3981.600948,0,31,30,3981.600948,3861.615709
11631,3593.795454,0,19,60,3593.795454,3522.215038
11632,3450.894297,0,16,55,3450.894297,3340.646714
11633,4419.293221,0,38,25,4419.293221,4315.321758
11634,3885.961786,0,27,47,3885.961786,3819.731409
11635,3747.283954,0,28,22,3747.283954,3586.944378
11636,3558.910791,1,25,35,3696.518562,3558.910791
11637,4136.233412,0,29,63,4136.233412,4131.884408
11638,3483.409564,1,20,50,3553.681651,3483.409564
11639,3429.088347,0,20,30,3429.088347,3266.096846
11640,3836.461716,0,30,20,3836.461716,3690.086285
11641,3673.565948,1,25,47,3771.854892,3673.565948
11642,3431.574784,1,24,28,3538.870146,3431.574784
11643,3525.813959,0,17,62,3525.813959,3434.936338
11644,3875.557356,0,26,52,3875.557356,3813.475447
11645,3428.064576,0,18,40,3428.064576,3292.274807
11646,4215.522528,0,32,50,4215.522528,4177.530457
11647,3925.857318,0,29,37,3925.857318,3821.503587
11648,3542.016851,0,24,21,3542.016851,3309.021809
11649,4188.913792,0,33,40,4188.913792,4127.573625
11650,3552.212539,0,18,58,3552.212539,3442.87934
11651,3390.503566,0,20,25,3390.503566,3199.296769
11652,3517.237797,0,22,32,3517.237797,3373.340813
11653,3676.352535,0,22,52,3676.352535,3587.429804
11654,3595.099986,0,21,48,3595.099986,3493.888397
11655,3867.710658,0,28,39,3867.710658,3786.711053
11656,5120.243742,0,45,40,5120.243742,5130.610468
11657,3851.527926,0,28,37,3851.527926,3755.036648
11658,3374.429921,0,20,22,3374.429921,3185.755679
11659,3466.592869,0,20,30,3466.592869,3264.964943
11660,4162.771595,0,35,20,4162.771595,4027.624825
11661,3673.752878,0,19,72,3673.752878,3625.547476
11662,3472.319042,1,24,32,3598.865209,3472.319042
11663,4389.16115,0,37,30,4389.16115,4303.488099
11664,3472.385285,1,22,40,3575.778193,3472.385285
11665,3700.307079,0,26,30,3700.307079,3554.456699
11666,3613.377747,0,23,39,3613.377747,3480.484944
11667,3723.290516,0,28,20,3723.290516,3566.167957
11668,4073.563892,0,35,10,4073.563892,3887.231311
11669,3608.53118,1,26,34,3723.051968,3608.53118
11670,3083.917098,1,18,20,3284.317186,3083.917098
11671,3935.929158,0,29,40,3935.929158,3858.686753
11672,3755.060847,0,27,27,3755.060847,3568.290747
11673,3216.719919,0,18,10,3216.719919,2972.513719
11674,3739.277703,0,25,40,3739.277703,3619.109965
11675,3530.411788,1,26,25,3654.950404,3530.411788
11676,3647.706213,0,25,31,3647.706213,3522.782406
11677,3312.956901,1,19,40,3462.554538,3312.956901
11678,3404.789114,1,21,42,3553.268796,3404.789114
11679,4130.142271,0,32,40,4130.142271,4051.794494
11680,3468.521055,0,20,35,3468.521055,3323.478273
11681,3812.600974,0,27,36,3812.600974,3688.920808
11682,3292.9918,0,19,15,3292.9918,3071.423888
11683,3460.985457,0,22,25,3460.985457,3297.669695
11684,3782.164149,0,29,18,3782.164149,3593.690504
11685,3356.240685,0,16,39,3356.240685,3176.623891
11686,3431.606783,1,19,50,3531.191251,3431.606783
11687,3727.107924,0,24,48,3727.107924,3653.304135
11688,3825.813807,0,27,40,3825.813807,3716.680116
11689,3278.537402,0,18,19,3278.537402,3055.882066
11690,3179.486487,0,16,15,3179.486487,2975.522725
11691,3391.668044,0,20,21,3391.668044,3156.35829
11692,3437.67024,0,19,35,3437.67024,3242.266081
11693,3607.939275,0,25,25,3607.939275,3448.544973
11694,3454.093749,0,20,33,3454.093749,3288.150677
11695,3894.881725,0,26,55,3894.881725,3840.704767
11696,3769.142064,0,25,46,3769.142064,3671.816835
11697,3210.861765,1,21,20,3410.341274,3210.861765
11698,3592.396066,0,25,25,3592.396066,3443.293477
11699,3841.515816,0,27,42,3841.515816,3748.061816
11700,3397.512852,0,17,44,3397.512852,3282.55461
11701,3797.825552,0,28,29,3797.825552,3664.592666
11702,4175.294187,0,34,30,4175.294187,4089.002009
11703,3708.638266,0,27,24,3708.638266,3549.190479
11704,4220.475152,0,35,30,4220.475152,4140.614755
11705,3676.347946,0,24,40,3676.347946,3540.140336
11706,4545.278426,0,38,40,4545.278426,4523.040252
11707,3525.547516,0,26,7,3525.547516,3331.491653
11708,3828.299112,0,27,40,3828.299112,3735.679997
11709,3616.817594,0,24,32,3616.817594,3470.240948
11710,3362.400288,0,21,16,3362.400288,3171.192326
11711,3821.631739,1,28,42,3908.322676,3821.631739
11712,3881.551552,0,29,32,3881.551552,3747.588194
11713,3477.211868,0,20,35,3477.211868,3308.418505
11714,3340.903195,0,21,12,3340.903195,3114.538513
11715,3890.906406,0,29,34,3890.906406,3793.972208
11716,3701.337464,1,23,60,3782.293977,3701.337464
11717,4034.630855,0,30,45,4034.630855,3977.119831
11718,4024.783336,0,33,20,4024.783336,3886.660763
11719,3427.758187,0,19,35,3427.758187,3258.506994
11720,3449.367902,0,22,22,3449.367902,3261.125788
11721,3760.426414,0,27,30,3760.426414,3618.19782
11722,3597.479853,0,22,41,3597.479853,3481.255943
11723,4097.188442,0,32,36,4097.188442,4014.329314
11724,3521.28403,0,23,27,3521.28403,3360.323204
11725,3605.266624,0,22,40,3605.266624,3471.507197
11726,4213.941707,0,32,50,4213.941707,4195.58325
11727,3580.261792,1,19,64,3624.135371,3580.261792
11728,3540.089678,1,18,69,3621.788831,3540.089678
11729,3927.287924,0,27,53,3927.287924,3861.41596
11730,4397.389937,0,34,55,4397.389937,4381.860893
11731,3458.191867,0,16,56,3458.191867,3315.993036
11732,4001.320252,0,30,40,4001.320252,3907.156331
11733,3817.229187,0,28,31,3817.229187,3680.943066
11734,3716.876616,0,27,25,3716.876616,3556.674962
11735,3637.046491,0,25,30,3637.046491,3495.864381
11736,3330.291448,0,19,22,3330.291448,3147.528743
11737,3745.158247,0,29,17,3745.158247,3588.844085
11738,3394.619076,0,17,40,3394.619076,3219.248056
11739,4161.812066,0,34,30,4161.812066,4043.173658
11740,3227.797897,1,21,22,3410.764082,3227.797897
11741,4666.024551,1,33,83,4548.688552,4666.024551
11742,3353.51793,0,23,2,3353.51793,3105.753386
11743,4662.564542,0,36,70,4662.564542,4746.222146
11744,3611.820231,0,24,30,3611.820231,3446.270081
11745,3782.345901,0,28,28,3782.345901,3643.068637
11746,3649.56296,0,22,50,3649.56296,3551.050592
11747,3369.027496,0,20,21,3369.027496,3163.239203
11748,4305.140155,0,36,30,4305.140155,4195.591231
11749,3566.95014,1,20,61,3646.635867,3566.95014
11750,3917.112955,0,29,37,3917.112955,3816.926771
11751,3416.630998,0,17,46,3416.630998,3293.845116
11752,3293.438616,0,18,20,3293.438616,3073.398149
11753,3701.897795,0,26,30,3701.897795,3556.543941
11754,3694.57448,0,23,50,3694.57448,3590.413261
11755,3329.066044,0,16,36,3329.066044,3161.599695
11756,3531.177162,0,18,55,3531.177162,3408.670851
11757,3779.923335,0,28,30,3779.923335,3669.824903
11758,3648.736554,0,25,32,3648.736554,3513.85973
11759,3358.755755,0,17,35,3358.755755,3167.350142
11760,3488.976064,0,24,15,3488.976064,3287.264926
11761,3907.909134,0,30,30,3907.909134,3801.806681
11762,3762.783882,1,33,10,3925.650824,3762.783882
11763,3754.723957,0,26,37,3754.723957,3632.305563
11764,3797.482302,0,29,21,3797.482302,3628.029618
11765,3872.573416,0,30,24,3872.573416,3725.533266
11766,3101.96255,1,18,22,3298.273974,3101.96255
11767,4019.556215,0,29,50,4019.556215,3961.868284
11768,3378.53235,0,16,43,3378.53235,3219.733051
11769,3527.363326,0,20,47,3527.363326,3409.438258
11770,3358.381254,0,19,24,3358.381254,3184.380152
11771,3464.790669,0,20,35,3464.790669,3317.146759
11772,4173.374991,0,32,44,4173.374991,4093.635676
11773,3569.339755,0,20,47,3569.339755,3437.848553
11774,3788.269789,0,29,20,3788.269789,3622.576053
11775,3261.554472,0,20,7,3261.554472,3026.544568
11776,4138.186736,0,31,50,4138.186736,4107.381812
11777,4303.86425,0,34,46,4303.86425,4236.458062
11778,4392.111466,0,33,65,4392.111466,4419.264986
11779,4586.547588,0,40,26,4586.547588,4495.718871
11780,3264.403854,0,17,23,3264.403854,3077.492441
11781,3350.148097,0,16,38,3350.148097,3174.893985
11782,3589.769763,0,25,22,3589.769763,3413.489704
11783,3399.418439,0,21,20,3399.418439,3196.696186
11784,3949.524144,0,29,40,3949.524144,3860.711348
11785,3747.224143,0,29,15,3747.224143,3571.044649
11786,4104.589039,0,33,30,4104.589039,4008.128021
11787,3955.41551,0,31,27,3955.41551,3830.123581
11788,4379.904008,0,37,30,4379.904008,4288.768349
11789,3642.685683,0,24,37,3642.685683,3535.182237
11790,3875.974549,0,26,52,3875.974549,3806.957429
11791,3462.818098,0,22,25,3462.818098,3306.682065
11792,3430.702491,0,22,20,3430.702491,3234.659703
11793,3278.393262,1,19,38,3438.043982,3278.393262
11794,4218.404003,1,36,32,4341.507125,4218.404003
11795,3840.359557,0,29,28,3840.359557,3684.018738
11796,4395.563369,0,37,31,4395.563369,4301.906608
11797,3848.331224,0,26,50,3848.331224,3778.67568
11798,4333.691313,0,34,50,4333.691313,4330.285385
11799,4606.477131,0,41,21,4606.477131,4512.673261
11800,3998.357782,0,30,40,3998.357782,3924.695946
11801,3450.105871,1,23,35,3588.881619,3450.105871
11802,3916.924154,0,30,30,3916.924154,3803.76829
11803,3951.412981,0,32,20,3951.412981,3846.192678
11804,3606.010812,0,24,32,3606.010812,3459.176746
11805,3386.915651,1,21,37,3509.406645,3386.915651
11806,3854.296639,0,30,20,3854.296639,3681.169312
11807,3478.945034,0,21,30,3478.945034,3323.471638
11808,3805.909372,0,28,30,3805.909372,3658.586499
11809,3540.555863,0,23,29,3540.555863,3409.208629
11810,3541.636892,0,24,21,3541.636892,3350.809951
11811,3647.610273,1,25,43,3734.259356,3647.610273
11812,3390.20089,0,19,30,3390.20089,3216.381124
11813,4097.666307,0,32,36,4097.666307,4001.293357
11814,3913.814997,0,30,28,3913.814997,3759.358986
11815,3704.170588,0,22,61,3704.170588,3674.180718
11816,3918.205769,0,29,35,3918.205769,3800.483987
11817,3887.220918,0,28,40,3887.220918,3802.946888
11818,3386.531136,1,24,25,3553.123878,3386.531136
11819,3785.515674,0,25,48,3785.515674,3704.091615
11820,4226.113335,0,36,20,4226.113335,4096.963812
11821,3906.165979,0,31,25,3906.165979,3797.625432
11822,3852.257981,0,26,50,3852.257981,3799.741017
11823,3664.381228,0,24,40,3664.381228,3545.285808
11824,4044.959402,0,28,59,4044.959402,3999.189502
11825,3398.894224,0,17,42,3398.894224,3244.695532
11826,3751.134623,0,25,44,3751.134623,3669.759501
11827,4043.4465,0,32,30,4043.4465,3926.297663
11828,3948.435252,0,28,47,3948.435252,3872.043418
11829,3713.15394,0,25,39,3713.15394,3592.526352
11830,3139.896188,0,14,14,3139.896188,2898.083949
11831,3180.836129,1,21,18,3389.478677,3180.836129
11832,3518.029131,0,22,30,3518.029131,3357.351832
11833,4040.598778,0,30,45,4040.598778,3976.579161
11834,3553.376033,1,25,33,3702.983646,3553.376033
11835,3456.476366,0,19,40,3456.476366,3321.741596
11836,3744.272823,0,27,30,3744.272823,3637.340982
11837,3926.67717,0,26,58,3926.67717,3865.033877
11838,3369.456592,1,20,37,3481.373577,3369.456592
11839,3590.830738,0,17,70,3590.830738,3512.723364
11840,3604.553047,0,23,37,3604.553047,3504.367012
11841,3323.368857,0,20,13,3323.368857,3097.048577
11842,4000.760177,0,27,62,4000.760177,3989.264489
11843,3670.381351,0,28,10,3670.381351,3419.492794
11844,3459.686136,0,18,45,3459.686136,3333.460636
11845,3772.021399,0,27,32,3772.021399,3671.705378
11846,4297.76651,0,37,20,4297.76651,4154.941615
11847,4160.179669,0,33,37,4160.179669,4090.299167
11848,3506.11953,0,20,40,3506.11953,3351.517229
11849,3873.947529,0,30,24,3873.947529,3739.690021
11850,4213.361732,0,35,27,4213.361732,4098.393626
11851,4007.863179,0,28,55,4007.863179,3967.966642
11852,3712.966796,0,26,33,3712.966796,3608.223823
11853,3749.046467,0,26,35,3749.046467,3624.516351
11854,3068.745815,1,18,20,3288.800365,3068.745815
11855,3282.427675,0,17,22,3282.427675,3053.658732
11856,3500.700665,1,21,50,3605.505291,3500.700665
11857,3578.997262,0,25,18,3578.997262,3378.519063
11858,4305.625194,0,33,53,4305.625194,4297.21047
11859,3185.139136,1,18,31,3364.573539,3185.139136
11860,3761.837316,0,25,44,3761.837316,3682.951532
11861,3618.619641,1,23,50,3695.196311,3618.619641
11862,3661.720128,0,27,20,3661.720128,3486.841666
11863,3902.546049,0,28,42,3902.546049,3798.672991
11864,4102.494885,0,33,30,4102.494885,4009.03663
11865,3480.636088,0,18,50,3480.636088,3347.783294
11866,3392.237813,0,19,29,3392.237813,3170.209844
11867,3724.245049,0,25,40,3724.245049,3604.173836
11868,3390.888788,0,20,23,3390.888788,3185.094071
11869,3888.809044,0,29,34,3888.809044,3802.599291
11870,3744.083473,0,26,37,3744.083473,3656.963286
11871,3723.926883,0,26,30,3723.926883,3558.463203
11872,3866.686906,0,26,50,3866.686906,3783.913807
11873,3594.084965,0,19,61,3594.084965,3516.152784
11874,3186.268062,1,18,30,3352.849423,3186.268062
11875,3779.267921,0,25,45,3779.267921,3687.910454
11876,3874.180403,0,28,39,3874.180403,3769.539887
11877,4035.238366,0,32,28,4035.238366,3920.424957
11878,3411.700765,0,14,56,3411.700765,3255.776532
11879,3065.290274,1,17,22,3263.79571,3065.290274
11880,3659.612971,0,25,30,3659.612971,3518.295754
11881,3616.720457,0,23,40,3616.720457,3522.212909
11882,3893.0296,0,30,28,3893.0296,3785.296374
11883,3799.440913,0,28,30,3799.440913,3670.971796
11884,4075.58896,0,34,19,4075.58896,3937.600428
11885,3412.942396,1,20,45,3521.166611,3412.942396
11886,3664.843716,0,22,52,3664.843716,3573.185452
11887,3743.136187,0,24,48,3743.136187,3662.030229
11888,3569.76662,0,24,26,3569.76662,3402.697726
11889,3659.049796,0,28,13,3659.049796,3491.906623
11890,3626.434668,0,22,45,3626.434668,3536.883417
11891,4107.677082,0,31,45,4107.677082,4045.190196
11892,3697.148105,0,25,36,3697.148105,3587.195525
11893,3868.53589,0,29,30,3868.53589,3713.744023
11894,3106.556003,0,15,8,3106.556003,2859.242994
11895,3634.832215,0,26,23,3634.832215,3485.06104
11896,3393.493482,0,19,31,3393.493482,3223.711604
11897,3744.426441,0,27,30,3744.426441,3611.172695
11898,3246.993303,1,19,32,3406.059957,3246.993303
11899,3684.65451,0,26,30,3684.65451,3570.154566
11900,4007.984834,0,31,33,4007.984834,3903.246375
11901,4148.354687,0,32,44,4148.354687,4114.552938
11902,4021.970723,0,32,29,4021.970723,3923.172402
11903,3766.613045,0,28,27,3766.613045,3638.093572
11904,3617.774545,0,24,35,3617.774545,3510.66122
11905,3260.938291,0,17,20,3260.938291,3035.432419
11906,3905.008339,0,27,50,3905.008339,3820.951999
11907,4106.10837,0,32,38,4106.10837,4018.506286
11908,3907.202706,0,31,22,3907.202706,3778.835632
11909,3504.344361,1,19,60,3595.634073,3504.344361
11910,4025.631592,0,33,21,4025.631592,3884.128318
11911,3539.074086,0,21,40,3539.074086,3397.837272
11912,3599.324611,0,25,23,3599.324611,3412.449292
11913,4039.556173,0,30,46,4039.556173,3986.340324
11914,3607.365159,0,19,62,3607.365159,3518.90984
11915,3693.106129,0,25,35,3693.106129,3558.339475
11916,4689.043428,0,40,38,4689.043428,4652.811282
11917,3913.490457,0,27,50,3913.490457,3855.888267
11918,3932.795879,0,31,25,3932.795879,3793.961622
11919,3570.327262,0,19,56,3570.327262,3458.750987
11920,3684.822861,1,29,27,3827.570015,3684.822861
11921,3543.054083,0,23,28,3543.054083,3385.267624
11922,4037.809183,0,32,30,4037.809183,3928.228774
11923,3743.490891,0,26,35,3743.490891,3603.07549
11924,4050.297287,0,28,61,4050.297287,4043.222049
11925,3755.302443,0,25,41,3755.302443,3619.747876
11926,4015.975601,0,32,25,4015.975601,3870.447092
11927,3194.919714,1,17,38,3393.808838,3194.919714
11928,3623.968557,0,23,40,3623.968557,3511.00916
11929,3783.486643,0,30,12,3783.486643,3593.08902
11930,3719.550432,0,21,65,3719.550432,3670.313549
11931,4112.081554,0,34,25,4112.081554,4009.891891
11932,3642.944579,0,22,48,3642.944579,3538.506446
11933,3991.529,0,28,54,3991.529,3952.448282
11934,3666.498079,0,24,40,3666.498079,3551.134086
11935,3743.197504,0,27,28,3743.197504,3601.84878
11936,4059.665969,0,29,55,4059.665969,4040.743975
11937,3685.92532,0,25,35,3685.92532,3549.29245
11938,3688.405292,0,25,38,3688.405292,3584.684213
11939,4594.924517,0,40,29,4594.924517,4538.991862
11940,3364.610511,0,22,9,3364.610511,3126.232119
11941,4097.843165,0,32,38,4097.843165,4039.11971
11942,3819.873964,0,26,46,3819.873964,3742.995764
11943,3569.903777,0,20,49,3569.903777,3454.575445
11944,4115.387423,0,30,55,4115.387423,4099.936025
11945,3441.890963,0,24,7,3441.890963,3226.541245
11946,3621.992879,0,19,64,3621.992879,3555.363878
11947,3373.426403,0,16,42,3373.426403,3214.662608
11948,4162.939565,0,33,38,4162.939565,4106.831812
11949,3836.565374,0,30,20,3836.565374,3689.588713
11950,3695.297843,0,23,50,3695.297843,3598.983185
11951,3662.587288,0,24,39,3662.587288,3531.402896
11952,3864.368867,0,30,23,3864.368867,3735.587723
11953,3776.88939,0,26,40,3776.88939,3671.577613
11954,4131.569645,0,33,36,4131.569645,4070.220346
11955,4258.006179,0,35,31,4258.006179,4160.239346
11956,4143.690133,0,31,50,4143.690133,4114.219226
11957,3584.222923,0,22,40,3584.222923,3447.155886
11958,3954.254457,0,28,48,3954.254457,3890.063845
